#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2024-12-29-21-17-14
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1733583280.733708	CBae2PtUsar77ElB1	172.25.21.151	42624	72.30.35.88	123	3	3	3	64.000000	0.000002	0.040527	0.002853	72.30.35.88	1733583215.881092	1733583215.886324	1733583215.905074	1733583279.988719	0
1733583280.764550	CBae2PtUsar77ElB1	172.25.21.151	42624	72.30.35.88	123	3	4	2	64.000000	0.000000	0.000153	0.000626	98.139.133.62	1733582699.272881	1733583279.988719	1733583280.004765	1733583280.004774	0
1733583283.250481	Cosf7V3wgXGY36OAGd	172.25.21.151	62058	135.148.100.14	123	3	3	3	64.000000	0.000002	0.031281	0.000687	72.30.35.88	1733583280.004287	1733583217.805708	1733583217.815079	1733583282.505862	0
1733583283.273443	Cosf7V3wgXGY36OAGd	172.25.21.151	62058	135.148.100.14	123	3	4	2	64.000000	0.000000	0.003830	0.045105	173.73.96.68	1733581444.256619	1733583282.505862	1733583282.519310	1733583282.519337	0
1733583283.834034	C5qr8q1TTLRSqITFX	172.25.21.151	12660	152.70.159.102	123	3	3	3	64.000000	0.000002	0.031281	0.000687	72.30.35.88	1733583280.004287	1733583218.031726	1733583218.064514	1733583283.089323	0
1733583283.902070	C5qr8q1TTLRSqITFX	172.25.21.151	12660	152.70.159.102	123	3	4	2	64.000000	0.000000	0.040482	0.016037	243.50.127.182	1733583265.994158	1733583283.089323	1733583283.124175	1733583283.124456	0
1733583284.175406	C0KzfAf76dmU2jJLa	172.25.21.151	18608	45.63.54.13	123	3	3	3	64.000000	0.000002	0.031281	0.000702	72.30.35.88	1733583280.004287	1733583219.068438	1733583219.096926	1733583283.430713	0
1733583284.235414	C0KzfAf76dmU2jJLa	172.25.21.151	18608	45.63.54.13	123	3	4	2	64.000000	0.000000	0.000168	0.001129	17.253.82.253	1733582293.021284	1733583283.430713	1733583283.460225	1733583283.460263	0
1733583302.091486	CxEZZx2SbT8nIN1eRa	172.25.21.150	4559	168.61.215.74	123	3	3	4	256.000000	0.000000	0.012985	0.056793	168.61.215.74	1733583045.353808	1733583045.338141	1733583045.359347	1733583301.338810	0
1733583302.107225	CxEZZx2SbT8nIN1eRa	172.25.21.150	4559	168.61.215.74	123	3	4	3	256.000000	0.000000	0.001282	0.038757	25.66.230.5	1733582379.305427	1733583301.338810	1733583301.352425	1733583301.352427	0
1733583335.036490	CWgOtS1uElmXAzYqC2	172.25.21.151	38690	5.161.111.190	123	4	3	0	1024.000000	4.294967296e+09	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-1330625492.561558	0
1733583335.059240	CWgOtS1uElmXAzYqC2	172.25.21.151	38690	5.161.111.190	123	4	4	4	1024.000000	0.000000	0.004333	0.001450	225.254.30.190	1733582768.188333	-1330625492.561558	1733583334.305639	1733583334.305664	0
1733583345.731918	Cl8nGw3vWjVs8kGCr5	172.25.21.151	28337	72.30.35.88	123	3	3	3	64.000000	0.000002	0.031281	0.001907	72.30.35.88	1733583280.004287	1733583280.004774	1733583280.020167	1733583344.988347	0
1733583345.767864	Cl8nGw3vWjVs8kGCr5	172.25.21.151	28337	72.30.35.88	123	3	4	2	64.000000	0.000000	0.000153	0.000687	98.139.133.62	1733582699.272881	1733583344.988347	1733583345.005013	1733583345.005022	0
1733583347.961306	C11YaU3fxwlKoqR5Cd	172.25.21.151	3973	135.148.100.14	123	3	3	3	64.000000	0.000002	0.031281	0.002792	72.30.35.88	1733583345.006497	1733583282.519337	1733583282.528806	1733583347.217509	0
